gene_id	gene_name
gene8467	LINC01963
gene8469	LOC107985983
gene8468	MARCH4
gene8471	LOC107985984
gene8470	LOC107985985
gene8472	SMARCAL1
gene8473	LOC100507554
gene8474	RPL37A
gene8475	LOC101928156
gene8477	LOC105373871
gene8476	LOC101928180
gene8478	LINC01280
gene8479	PSMB3P2
gene8480	IGFBP2
gene8481	IGFBP5
gene8483	RPL31P14
gene8486	TNP1
gene8487	LOC105373876
gene8488	LINC01921
gene8489	LOC105373874
gene8490	LOC105373873
gene8491	LOC105373872
gene8482	LOC101928278
gene8493	DIRC3-AS1
gene8494	DIRC3
gene8496	RPL7L1P9
gene8498	SNORA115
gene8499	MIR6809
MIR6809	MIR6809
gene8500	LOC105373878
gene8497	TNS1
gene8502	CXCR2P1
gene8501	RUFY4
gene8503	CXCR2
gene8504	CXCR1
gene8505	HMGB1P9
gene8506	LOC101928487
gene8508	TRY-ATA1-1
gene8507	ARPC2
gene8509	GPBAR1
gene8510	AAMP
gene8513	MIR6513
MIR6513	MIR6513
gene8512	TMBIM1
gene8515	LOC105373880
gene8514	LOC105373881
gene8517	MIR6810
MIR6810	MIR6810
gene8511	PNKD
gene8518	RPL19P5
gene8516	CATIP-AS2
gene8520	CATIP-AS1
gene8519	CATIP
gene8521	SLC11A1
gene8523	MIR26B
MIR26B	MIR26B
gene8522	CTDSP1
gene8524	VIL1
gene8525	USP37
gene8527	CNOT9
gene8529	PLCD4
gene8531	ZNF142
gene8532	BCS1L
gene8533	RNF25
gene8534	STK36
gene8535	TTLL4
gene8536	CYP27A1
gene8537	LOC107985986
MIR9500	MIR9500
gene8539	MIR9500
gene8538	PRKAG3
gene8540	RPL23AP31
gene8541	WNT6
gene8543	LOC107984111
gene8542	WNT10A
gene8544	LOC105373882
gene8545	LINC01494
gene8548	CDK5R2
gene8549	LINC00608
gene8550	FEV
gene8551	CRYBA2
MIR375	MIR375
gene8552	MIR375
gene8553	LOC100129175
gene8554	CFAP65
gene8555	LOC107985987
MIR3131	MIR3131
gene8557	MIR3131
gene8556	IHH
gene8558	NHEJ1
gene8560	SLC23A3
gene8561	CNPPD1
gene8562	RETREG2
gene8563	ZFAND2B
gene8564	ABCB6
gene8565	ATG9A
gene8566	ANKZF1
gene8567	GLB1L
gene8568	STK16
gene8569	TUBA4A
gene8570	TUBA4B
gene8571	DNAJB2
MIR153-1	MIR153-1
gene8573	MIR153-1
gene8572	PTPRN
gene8574	RESP18
gene8575	LOC107985835
gene8576	LOC105373883
gene8577	DNPEP
gene8578	LOC105373884
gene8579	DES
gene8580	SPEG
gene8582	LOC100996693
gene8583	GMPPA
gene8581	LOC105373885
gene8584	ASIC4
gene8585	CHPF
MIR3132	MIR3132
gene8587	MIR3132
gene8586	TMEM198
gene8588	OBSL1
gene8589	INHA
gene8591	STK11IP
gene8592	SLC4A3
gene8593	LOC101059990
gene8595	LOC105373886
gene8596	LOC105373887
gene8597	LOC105373888
gene8598	LINC01803
MIR4268	MIR4268
gene8600	MIR4268
gene8599	LOC105373890
gene8601	LOC105373891
gene8602	LOC105373893
gene8603	LOC105373894
gene8604	LOC105373895
gene8606	LOC107985989
gene8605	LOC105373896
gene8608	LOC107985990
gene8607	LOC107985988
gene8609	EPHA4
gene8611	RPL23P5
gene8612	LOC105373897
gene8614	LOC105373898
gene8613	LOC105373899
gene8615	LOC105373900
gene8617	HSPA9P1
gene8620	LOC107985991
gene8619	PAX3
gene8621	CCDC140
gene8622	LOC440934
gene8624	NANOGP2
gene8623	SGPP2
gene8629	LOC105373902
gene8627	FARSB
gene8630	MOGAT1
gene8632	RPL31P17
gene8633	LOC105373903
gene8636	LOC105373904
gene8634	ACSL3
gene8638	KCNE4
gene8639	LOC105373905
gene8640	LOC105373906
gene8643	HIGD1AP4
gene8644	LOC105373907
gene8645	SCG2
gene8647	AP1S3
gene8648	WDFY1
gene8649	MRPL44
gene8650	SERPINE2
gene8651	LOC100420435
gene8652	LOC105373908
gene8654	FAM124B
gene8656	LOC100419814
gene8655	CUL3
gene8657	LOC105373909
gene8658	LOC105373910
gene8659	LOC105373911
MIR4439	MIR4439
gene8661	MIR4439
gene8660	DOCK10
gene8662	NYAP2
gene8664	LOC107985992
gene8663	LOC105373914
gene8665	LOC646736
gene8666	LOC105373915
MIR5702	MIR5702
gene8667	MIR5702
gene8668	IRS1
gene8669	RHBDD1
gene8670	COL4A4
gene8671	COL4A3
gene8672	LOC654841
gene8673	MFF
gene8675	TM4SF20
MIR5703	MIR5703
gene8676	MIR5703
gene8677	AGFG1
gene8679	LOC729968
gene8678	C2orf83
gene8680	LOC100420667
gene8681	SLC19A3
gene8685	CCL20
gene8686	TDGF1P2
gene8687	DAW1
gene8688	LOC105373918
gene8690	LOC107985993
gene8689	SPHKAP
gene8692	LOC646794
gene8694	LOC105373921
gene8693	LINC01807
gene8695	LOC105373920
gene8696	LOC105373919
gene8699	PID1
gene8702	LOC107985994
gene8704	LOC105373923
gene8701	DNER
gene8705	TRIP12
gene8709	LOC105373924
gene8707	FBXO36
gene8711	LOC107985996
gene8713	RNY4P19
gene8712	SLC16A14
gene8714	LOC107985995
gene8715	LOC107985997
gene8716	SP110
gene8717	SP140
gene8719	LOC105373925
gene8718	SP140L
gene8721	LOC101928816
gene8723	HMGB1P3
gene8720	SP100
gene8724	TPM3P8
gene8726	RNU6-451P
gene8725	LOC112268431
gene8727	LINC01907
gene8729	BANF1P3
gene8728	CAB39
gene8731	ITM2C
gene8732	LOC151484
gene8734	COX20P2
gene8733	GPR55
gene8735	SPATA3-AS1
gene8736	SPATA3
gene8737	C2orf72
gene8738	LOC112268432
gene8740	HTR2B
gene8739	PSMD1
gene8743	RPS28P4
gene8744	MIR4777
MIR4777	MIR4777
gene8742	ARMC9
gene8745	B3GNT7
gene8746	LOC105373926
gene8747	ZBTB8OSP2
gene8750	SNORA75
gene8751	SNORD20
gene8752	SNORD82
gene8749	NCL
gene8753	LOC107985998
gene8755	LINC00471
gene8756	NMUR1
gene8757	LOC105376787
gene8758	RPL21P35
gene8760	TEX44
gene8761	LOC105373928
MIR1244-1	MIR1244-1
gene8764	MIR1244-1
gene8763	PTMA
gene8766	RNU6-840P
gene8765	PDE6D
gene8767	COPS7B
MIR1471	MIR1471
gene8770	MIR1471
gene8771	NPPC
MIR562	MIR562
gene8773	MIR562
gene8772	DIS3L2
gene8774	LOC730069
gene8775	ECEL1P3
gene8776	ALPP
gene8777	ECEL1P2
gene8778	ALPPL2
gene8779	LOC107985999
gene8780	ECEL1P1
gene8781	DIS3L2P1
gene8782	ALPI
gene8783	ECEL1
gene8784	PRSS56
gene8785	CHRND
gene8786	CHRNG
gene8788	MIR5001
MIR5001	MIR5001
gene8787	TIGD1
gene8789	EIF4E2
gene8790	LOC105373929
gene8792	RN7SL359P
gene8791	EFHD1
gene8794	EEF1B2P7
gene8795	KCNJ13
gene8793	GIGYF2
gene8797	SNORC
gene8798	NGEF
gene8799	LOC101928881
gene8800	NEU2
gene8801	INPP5D
gene8804	SCARNA5
gene8805	SCARNA6
gene8803	ATG16L1
gene8806	SAG
gene8807	DGKD
gene8808	USP40
gene8823	DNAJB3
gene8825	LOC100286922
gene8826	UGT1A1
gene8819	UGT1A5
gene8813	UGT1A8
gene8820	UGT1A4
gene8822	UGT1A3
gene8817	UGT1A7
gene8814	UGT1A10
gene8816	UGT1A9
gene8818	UGT1A6
gene8827	MROH2A
gene8828	HJURP
gene8829	MSL3P1
gene8830	TRPM8
gene8831	SPP2
gene8832	LOC105373932
gene8833	LOC105373933
gene8835	LINC01891
gene8837	ARL4C
gene8838	LOC105373936
gene8839	LINC01173
gene8841	LOC101927896
gene8842	LOC105373937
gene8843	LOC105373938
gene8845	LOC105373939
gene8844	SH3BP4
gene8846	LOC642692
gene8847	LOC105373940
gene8848	LOC105373941
gene8850	AGAP1-IT1
gene8851	TNRC17
gene8852	LOC105373943
gene8853	LOC107986000
gene8854	LOC105373942
gene8855	TMSB10P1
gene8849	AGAP1
gene8858	LOC105373944
gene8859	GBX2
gene8860	ASB18
gene8863	LOC105373945
gene8864	RPL3P5
gene8862	IQCA1
gene8866	LOC105373991
gene8865	ACKR3
gene8867	LOC107986001
gene8868	LOC105373946
gene8869	LOC105373947
gene8870	LOC105373948
gene8871	LOC105373949
gene8872	LOC107986002
gene8873	LOC105373951
gene8875	LOC93463
gene8876	LOC105373950
gene8877	COPS8
gene8878	LOC105373952
gene8879	LOC105373953
gene8880	LOC105373954
gene8881	COL6A3
gene8882	LOC105373957
gene8884	MIR6811
MIR6811	MIR6811
gene8883	MLPH
gene8885	RNU6-1140P
gene8886	PRLH
gene8887	RAB17
gene8888	LOC105373958
gene8889	LRRFIP1
gene8890	RBM44
gene8891	RAMP1
gene8892	LOC105373960
gene8894	UBE2F
gene8896	SCLY
gene8893	UBE2F-SCLY
gene8897	ESPNL
gene8898	KLHL30
gene8899	ERFE
gene8900	ILKAP
gene8901	LOC151174
gene8902	LOC643387
gene8903	HES6
gene8904	PER2
gene8905	LOC112268433
gene8906	LOC105373961
gene8907	TRAF3IP1
gene8908	RNU6-234P
gene8909	ASB1
gene8910	LOC107986003
gene8912	LINC01107
gene8913	LOC112268434
gene8914	LOC105373963
gene8915	LINC01937
gene8916	LOC100287387
gene8917	TWIST2
gene8918	LINC01940
MIR4440	MIR4440
gene8920	MIR4440
MIR4441	MIR4441
gene8921	MIR4441
gene8922	MGC16025
MIR4269	MIR4269
gene8923	MIR4269
gene8924	MIR2467
MIR2467	MIR2467
gene8919	HDAC4
gene8925	LOC101928111
gene8926	LOC401040
gene8927	LOC105373966
gene8928	LOC150935
gene8930	MIR4786
MIR4786	MIR4786
gene8929	NDUFA10
gene8931	OR6B2
gene8932	OR6B3
gene8935	COPS9
gene8936	OTOS
gene8937	LOC107985836
gene8938	LOC105373968
gene8939	LOC102723825
gene8942	MIR149
MIR149	MIR149
gene8941	LOC100130449
gene8940	GPC1
gene8943	ANKMY1
gene8944	DUSP28
gene8945	RNPEPL1
gene8946	CAPN10-AS1
gene8947	CAPN10
gene8948	GPR35
gene8950	AQP12B
gene8951	LOC285191
gene8952	AQP12A
gene8953	KIF1A
gene8954	AGXT
gene8955	C2orf54
gene8957	LOC112268440
gene8958	LOC200772
gene8956	CROCC2
gene8960	LOC107985787
gene8961	LOC105373970
gene8959	SNED1
gene8962	MTERF4
gene8963	PASK
gene8964	PPP1R7
gene8965	LOC105373971
gene8967	LOC105376810
gene8966	ANO7
gene8969	LOC101927509
gene8968	HDLBP
gene8970	SEPT2
gene8972	LOC105373973
MIR3133	MIR3133
gene8973	MIR3133
gene8974	LOC100422094
gene8971	FARP2
gene8975	STK25
gene8976	LOC107985788
gene8978	LOC105373974
gene8977	BOK-AS1
gene8979	BOK
gene8980	LOC105373975
gene8981	THAP4
gene8983	ATG4B
gene8984	DTYMK
gene8985	ING5
gene8986	D2HGDH
gene8987	LOC105373976
gene8988	GAL3ST2
gene8989	NEU4
gene8990	LOC107986004
gene8992	LOC105373977
gene8991	PDCD1
gene8993	RTP5
gene8994	LOC105373978
gene8996	LOC285095
gene8997	LINC01238
gene8998	LOC285097
gene8999	LOC105373980
gene8995	LINC01237
gene9000	LINC01880
gene9001	LINC01881
gene9004	RPL23AP88
gene48128	DEFB125
gene48129	DEFB126
gene48130	DEFB127
gene48131	DEFB128
gene48132	DEFB129
gene48133	DEFB132
gene48134	C20orf96
gene48135	ZCCHC3
gene48136	NRSN2-AS1
gene48137	SOX12
gene48138	LOC101929937
gene48139	NRSN2
gene48140	TRIB3
gene48141	RBCK1
gene48142	TBC1D20
gene48143	CSNK2A1
gene48144	TCF15
gene48145	LOC107985387
gene48146	SRXN1
gene48147	LOC107985423
gene48149	SCRT2
gene48148	LOC105372491
gene48150	SLC52A3
gene48152	RPS10P5
gene48151	FAM110A
gene48153	ANGPT4
gene48154	LOC105372492
gene48155	RSPO4
gene48156	LOC105372494
gene48158	LOC105372493
gene48159	ACTG1P3
gene48157	PSMF1
gene48160	TMEM74B
gene48161	LOC105372496
gene48162	C20orf202
gene48163	RAD21L1
gene48164	SNPH
gene48166	SDCBP2
gene48167	SDCBP2-AS1
gene48169	MIR6869
MIR6869	MIR6869
gene48168	FKBP1A
gene48165	FKBP1A-SDCBP2
gene48170	LOC105372497
gene48171	NSFL1C
gene48172	SIRPB2
gene48174	LOC105372498
gene48173	LOC105372499
gene48176	SIRPD
gene48177	LOC107985409
gene48178	SIRPB1
gene48180	SIRPG-AS1
gene48179	SIRPG
gene48182	LOC105369219
gene48184	LOC100289473
gene48186	LOC105372501
gene48185	LOC107984104
gene48187	LOC107984088
gene48188	LOC102724545
gene48189	SIRPA
gene48191	PDYN
gene48190	PDYN-AS1
gene48193	STK35
gene48194	LOC105372502
gene48195	LOC388780
gene48197	LOC105372503
gene48196	TGM3
gene48198	TGM6
gene48200	SNORD119
gene48199	SNRPB
gene48201	ZNF343
gene48202	LOC105372504
gene48203	TMC2
gene48204	LOC105372505
gene48206	MIR1292
MIR1292	MIR1292
gene48207	SNORD110
gene48208	SNORA51
gene48209	SNORD86
gene48210	SNORD56
gene48211	SNORD57
gene48205	NOP56
gene48212	IDH3B
gene48213	LOC105372507
gene48215	LOC105372506
gene48214	EBF4
gene48217	CPXM1
gene48218	C20orf141
gene48219	TMEM239
gene48220	PCED1A
gene48221	VPS16
gene48222	PTPRA
gene48223	GNRH2
gene48224	MRPS26
gene48225	LOC101929098
gene48226	OXT
gene48227	AVP
gene48228	RN7SL555P
gene48229	UBOX5-AS1
gene48231	FASTKD5
gene48230	UBOX5
gene48232	LZTS3
gene48233	LOC107985414
gene48234	DDRGK1
gene48235	ITPA
gene48236	SLC4A11
gene48238	LOC101618237
gene48240	UBE2V1P1
gene48237	C20orf194
gene48242	LOC105372509
gene48241	LOC105372508
gene48244	SF3A3P1
gene48243	ATRN
gene48245	GFRA4
gene48246	ADAM33
gene48247	SIGLEC1
gene48248	HSPA12B
gene48249	C20orf27
gene48250	SPEF1
gene48251	CENPB
gene48252	CDC25B
gene48253	LINC01730
gene48254	AP5S1
gene48255	MAVS
gene48256	LOC107985395
MIR103B2	MIR103B2
gene48259	MIR103B2
gene48258	MIR103A2
MIR103A2	MIR103A2
gene48257	PANK2
gene48260	RNF24
gene48261	FTLP3
gene48262	RPL21P2
gene48263	SMOX
gene48264	LINC01433
gene48265	ADRA1D
gene48266	LOC105372510
gene48267	RPL7AP12
gene48268	RPS4XP2
gene48269	PRNP
gene48270	PRND
gene48272	LOC100421361
gene48271	PRNT
gene48273	LOC105372511
gene48275	LOC107985392
gene48274	RASSF2
gene48276	SLC23A2
gene48278	TMEM230
gene48281	PCNA-AS1
gene48280	PCNA
gene48282	CDS2
gene48283	UBE2D3P1
gene48284	PROKR2
gene48286	LINC00658
gene48288	LOC643406
gene48287	LOC107985411
gene48289	LOC105372513
gene48290	LINC00654
gene48291	LINC01729
gene48294	EIF4EP1
gene48293	GPCPD1
gene48295	LOC105372514
gene48296	C20orf196
gene48297	RNU1-55P
gene48298	CHGB
gene48299	KANK1P1
gene48300	TRMT6
gene48301	MCM8
gene48302	MCM8-AS1
gene48304	CRLS1
gene48305	LRRN4
gene48306	FERMT1
gene48308	LOC149844
gene48310	CASC20
gene48311	LINC01713
gene48312	LOC105372517
gene48313	BMP2
gene48314	LINC01428
gene48315	LINC01751
gene48316	LINC01706
MIR8062	MIR8062
gene48317	MIR8062
gene48319	LOC105372518
gene48320	SRSF10P2
gene48321	HAO1
gene48322	TMX4
gene48323	LOC105372520
gene48326	PLCB1-IT1
gene48327	LOC105372521
gene48328	RNU105B
gene48325	PLCB1
gene48329	LOC105372522
gene48330	PLCB4
gene48331	LAMP5-AS1
gene48332	LAMP5
gene48334	LOC105372523
gene48335	LOC101929348
gene48333	PAK5
gene48336	PARAL1
gene48338	ANKEF1
gene48339	LOC105372524
gene48337	SNAP25-AS1
gene48340	SNAP25
gene48341	LOC112268268
gene48342	HIGD1AP15
gene48344	SDAD1P2
gene48345	MKKS
gene48347	LOC100421490
gene48346	SLX4IP
gene48349	MIR6870
MIR6870	MIR6870
gene48348	JAG1
gene48350	LINC01752
gene48351	LOC107985398
gene48352	LOC105372525
gene48354	FAT1P1
gene48353	LOC101929413
gene48355	C20orf187
gene48356	LOC105372527
gene48357	LOC105372528
gene48358	LOC339593
gene48359	LOC105372529
gene48361	LIN28AP3
gene48363	LOC107985384
gene48364	LOC105372530
gene48365	LINC00687
gene48368	BTBD3
gene48369	LOC105372531
gene48370	LOC107985406
gene48371	PA2G4P2
gene48372	LOC107985407
gene48373	LOC105372532
gene48375	LOC102606466
gene48376	LOC105372535
gene48377	LINC01723
gene48374	LINC01722
gene48379	LOC100420611
gene48378	SPTLC3
gene48383	ISM1-AS1
gene48382	LOC105372539
gene48381	ISM1
gene48384	GAPDHP2
gene48380	TASP1
gene48386	ESF1
gene48387	NDUFAF5
gene48388	SEL1L2
gene48393	AIMP1P1
gene48395	FLRT3
gene48398	MACROD2-IT1
gene48399	RPS10P2
gene48400	MACROD2-AS1
gene48402	RNU6-115P
gene48405	LOC107985394
gene48406	LOC613266
gene48391	MACROD2
gene48408	KIF16B
gene48410	LOC105372541
gene48411	LOC105372542
gene48413	SNRPB2
gene48414	OTOR
gene48416	RNU6-27P
gene48415	LOC105372544
gene48418	LOC105372545
gene48420	LOC105372546
gene48421	DYNLT3P1
gene48419	PCSK2
gene48423	RPS27AP2
gene48422	BFSP1
gene48425	RN7SKP69
gene48424	DSTN
gene48427	RRBP1
gene48429	LOC105372547
gene48428	BANF2
gene48430	LOC107985440
gene48431	LOC105372548
gene48433	LOC105372549
gene48435	SNORD17
gene48434	SNX5
gene48436	MGME1
gene48437	PTMAP3
gene48438	OVOL2
gene48439	RPL15P1
gene48441	PET117
gene48442	KAT14
gene48443	LOC100529052
gene48445	RNU2-56P
gene48446	LOC105372551
gene48448	RN7SKP74
gene48447	ZNF133
gene48450	RNY4P11
gene48449	LOC105372550
gene48451	LOC107985418
gene48452	LINC00851
gene48453	DZANK1
gene48457	MIR3192
MIR3192	MIR3192
gene48456	POLR3F
gene48458	RPL21P3
gene48459	RBBP9
gene48460	RPS19P1
gene48461	SEC23B
gene48462	SMIM26
gene48467	LOC101929526
gene48463	DTD1
gene48468	LOC107985399
gene48470	LINC00652
gene48471	LOC100270804
gene48473	SCP2D1
gene48472	C20orf78
gene48474	LOC102724734
gene48475	LOC107985442
gene48476	LOC101929547
gene48478	LOC100130264
gene48477	SLC24A3
gene48479	LOC107987276
gene48482	RPL12P12
gene48480	RIN2
gene48484	LOC105372553
gene48483	NAA20
gene48485	CRNKL1
gene48487	LOC105372554
gene48489	LOC107985413
gene48490	LOC101929575
gene48486	CFAP61
gene48492	INSM1
gene48494	EIF4E2P1
gene48493	RALGAPA2
gene48497	RN7SL607P
gene48496	LOC105372555
gene48498	MRPS11P1
gene48499	LINC00237
gene48500	RPL24P2
gene48503	RPS15AP1
gene48504	KIZ-AS1
gene48501	KIZ
gene48506	XRN2
gene48507	NKX2-4
gene48508	LOC105372558
gene48510	LOC100421362
gene48511	LOC112268271
gene48513	NKX2-2
gene48514	LINC01727
gene48515	LINC01726
gene48516	PAX1
gene48518	RPL41P1
gene48519	LINC01432
gene48520	LOC105372560
gene48521	LOC105372561
gene48522	LINC01427
gene48523	LOC284788
gene48524	LOC105372562
gene48525	LOC105372563
gene48526	LOC105372564
gene48527	LINC00261
gene48528	FOXA2
gene48529	LINC01384
gene48530	LINC01747
gene48531	KRT18P3
gene48532	LOC105372567
gene48533	LOC105372568
gene48534	CYB5AP4
gene48535	LOC107985449
gene48537	LOC101929707
gene48539	SSTR4
gene48538	LOC105372569
gene48540	THBD
gene48541	CD93
gene48542	LINC00656
gene48543	LOC100505664
gene48546	LOC105372571
gene48545	LOC105372572
gene48547	NXT1
gene48548	LINC01431
gene48549	GZF1
gene48550	NAPB
gene48552	CSTL1
gene48553	CST11
gene48555	CST8
gene48556	CST13P
gene48557	CST9LP1
gene48558	CST9L
gene48560	CST9
gene48561	CST3
gene48562	LOC107985383
gene48563	LOC105372573
gene48564	CST4
gene48565	LOC105372574
gene48566	CST1
gene48568	LOC107985432
gene48569	LOC105372575
gene48570	CST2
gene48571	CST5
gene48573	GGTLC1
gene48575	LOC107985438
gene48576	LOC105372576
gene48577	LINC01721
gene48579	LOC105372577
gene48581	LOC105372585
gene48582	SYNDIG1
gene48583	LOC107985402
gene48584	LOC105372578
gene48585	CST7
gene48586	APMAP
gene48588	ACSS1
gene48589	VSX1
gene48590	LOC391239
gene48591	LOC284798
gene48592	LOC100128078
gene48593	LOC101926889
gene48594	ENTPD6
gene48595	LOC105372579
gene48596	PYGB
gene48598	PPIAP2
gene48597	ABHD12
gene48599	LOC105372581
gene48600	GINS1
gene48601	NINL
gene48603	NANP
gene48606	MED28P7
gene48604	ZNF337-AS1
gene48607	ZNF337
gene48608	LOC107985400
gene48610	LOC105372582
gene48611	FAM182B
gene48613	LOC101926935
gene48616	LINC01733
gene48617	LOC100134868
gene48618	FAM182A
gene48620	NCOR1P1
MIR663A	MIR663A
gene48622	MIR663A
gene48621	MIR663AHG
gene48623	FRG1CP
gene48624	FRG1DP
gene48627	LOC107987277
gene48631	LOC105379476
gene48632	DUX4L34
gene48633	FRG2EP
gene48635	AGGF1P10
gene48636	DUX4L35
gene48637	LOC105379477
gene48638	FRG1EP
gene48639	LINC01598
gene48642	LOC107987278
gene48643	CDC27P3
gene48647	LINC01597
gene48648	LOC107985433
gene48649	LOC105372586
gene48650	LOC105372587
gene48652	MLLT10P1
gene48651	FRG1BP
gene48654	LOC102723618
gene48656	CDC27P4
gene48658	LOC105379481
gene48659	LOC102723636
gene48660	LOC107987280
gene48661	LOC105379482
gene48662	LOC112268265
gene48663	ANKRD20A21P
gene48664	LOC102723660
gene48671	CDC27P5
gene48672	DEFB115
gene48673	DKKL1P1
gene48674	LOC149935
gene48675	DEFB116
gene48676	RPL31P3
gene48677	HAUS6P2
gene48680	DEFB118
gene48681	DEFB119
gene48682	DEFB121
gene48683	DEFB122
gene48684	DEFB123
gene48685	DEFB124
gene48686	REM1
gene48687	LINC00028
gene48691	MCTS2P
gene48690	HM13
gene48692	HM13-AS1
gene48693	LOC107985416
gene48695	LOC105372588
gene48696	ID1
MIR3193	MIR3193
gene48697	MIR3193
gene48698	COX4I2
gene48700	LOC105372589
gene48701	ABALON
gene48699	BCL2L1
gene48702	TPX2
gene48703	MYLK2
gene48704	FOXS1
gene48705	DUSP15
gene48706	TTLL9
gene48708	PDRG1
gene48709	XKR7
gene48711	CCM2L
gene48713	HCK
gene48715	LOC107985403
gene48714	TM9SF4
gene48717	TSPY26P
gene48718	PLAGL2
MIR1825	MIR1825
gene48720	MIR1825
gene48719	POFUT1
gene48721	KIF3B
gene48722	ASXL1
gene48724	LOC101929698
gene48725	LOC105372592
gene48723	NOL4L
gene48726	NOL4L-DT
gene48727	C20orf203
gene48728	BAK1P1
gene48729	COMMD7
gene48730	DNMT3B
gene48731	MAPRE1
gene48732	EFCAB8
gene48733	SUN5
gene48734	BPIFB2
gene48735	BPIFB6
gene48737	BPIFB3
gene48738	BPIFB4
gene48739	LOC105372714
gene48740	BPIFA2
gene48742	BPIFA4P
gene48743	BPIFA3
gene48744	BPIFA1
gene48745	LOC105372593
gene48748	LOC105372594
gene48747	BPIFB1
gene48751	CDK5RAP1
gene48752	SNTA1
gene48753	CBFA2T2
gene48755	C20orf144
gene48756	ACTL10
gene48754	NECAB3
gene48757	E2F1
gene48758	PXMP4
gene48760	RPL31P2
gene48759	ZNF341
gene48761	ZNF341-AS1
gene48762	CHMP4B
gene48763	TPM3P2
gene48764	PIGPP3
gene48765	RALY-AS1
gene48767	MIR4755
MIR4755	MIR4755
gene48766	RALY
gene48768	EIF2S2
gene48769	RPS2P1
gene48771	XPOTP1
gene48773	LOC729557
gene48770	ASIP
gene48772	AHCY
gene48775	LOC107985381
gene48776	CDC42P1
MIR644A	MIR644A
gene48777	MIR644A
gene48774	ITCH
gene48779	DYNLRB1
gene48780	MAP1LC3A
gene48781	PIGU
gene48782	LOC105372599
gene48783	TP53INP2
gene48784	NCOA6
gene48785	HMGB3P1
gene48786	GGT7
gene48787	ACSS2
gene48788	GSS
gene48792	MIR499B
MIR499B	MIR499B
MIR499A	MIR499A
gene48791	MIR499A
gene48790	LOC107985393
gene48789	MYH7B
gene48793	TRPC4AP
gene48796	EDEM2
gene48797	PROCR
gene48800	MMP24
gene48801	MMP24OS
gene48795	MMP24-AS1-EDEM2
gene48802	EIF6
gene48803	FAM83C-AS1
gene48804	FAM83C
gene48805	UQCC1
gene48806	GDF5OS
MIR1289-1	MIR1289-1
gene48808	MIR1289-1
gene48807	GDF5
gene48810	LOC102725201
gene48809	CEP250
gene48811	C20orf173
gene48813	RPL36P4
gene48812	ERGIC3
gene48815	RPL37P1
gene48814	FER1L4
gene48816	SPAG4
gene48818	RN7SKP271
gene48817	CPNE1
gene48820	RBM12
gene48821	NFS1
gene48822	ROMO1
gene48823	RBM39
gene48824	RPF2P1
gene48826	COX7BP2
gene48827	HIGD1AP16
gene48825	PHF20
gene48830	SCAND1
gene48831	CNBD2
gene48832	NORAD
gene48834	HMGB3P2
gene48835	LOC100130373
gene48833	EPB41L1
gene48836	LOC105372602
gene48837	AAR2
gene48838	DLGAP4
gene48840	MYL9
gene48839	DLGAP4-AS1
gene48841	TGIF2
gene48843	LOC107985397
gene48842	TGIF2-C20orf24
gene48844	RAB5IF
gene48846	HNRNPA3P2
gene48845	SLA2
gene48847	NDRG3
gene48848	DSN1
gene48849	SOGA1
gene48851	TLDC2
gene48852	SAMHD1
gene48854	RPS3AP3
gene48855	RPS27AP3
gene48853	RBL1
gene48856	MROH8
gene48858	RPN2
gene48859	GHRH
gene48860	MANBAL
gene48861	LOC105372606
gene48862	SRC
gene48863	RPL7AP14
gene48865	NNAT
gene48864	BLCAP
gene48866	PPIAP3
gene48867	LINC01746
gene48868	GLRXP1
gene48869	LINC00489
gene48870	LOC100287792
gene48871	LOC105372609
gene48872	CTNNBL1
gene48873	VSTM2L
gene48874	RN7SKP185
gene48875	TTI1
gene48876	RPRD1B
gene48879	LOC107987281
gene48878	TGM2
gene48880	KIAA1755
gene48881	LOC149684
gene48882	BPI
gene48883	LBP
gene48885	SNORA71B
gene48886	SNORA71A
gene48887	SNORA71C
gene48888	SNORA71D
gene48884	SNHG17
gene48890	SNORA71E
gene48891	SNORA60
gene48889	SNHG11
gene48893	MIR548O2
MIR548O2	MIR548O2
gene48892	RALGAPB
gene48895	ADIG
gene48897	LOC391247
gene48896	ARHGAP40
gene48898	SLC32A1
gene48900	RN7SKP173
gene48899	ACTR5
gene48901	PPP1R16B
gene48903	FAM83D
gene48905	NPM1P19
gene48904	DHX35
gene48906	LOC107985448
gene48907	LINC01734
gene48910	LOC102724950
gene48912	LOC105372613
gene48911	LOC105372614
gene48914	LINC01370
gene48915	LOC105372616
gene48916	LOC105372617
gene48917	LOC105372618
gene48918	LOC107985446
gene48920	LOC107985435
gene48919	LOC102724968
gene48921	LOC105372620
gene48922	MAFB
gene48924	SNORD154
gene48923	LOC101927098
gene48927	LOC105372621
gene48926	LOC100128988
gene48929	TOP1
gene48930	PLCG1-AS1
gene48932	MIR6871
MIR6871	MIR6871
gene48931	PLCG1
gene48933	ZHX3
gene48937	LPIN3
gene48938	EMILIN3
gene48941	RPL12P11
gene48940	CHD6
gene48944	LOC643172
gene48945	LOC105372622
gene48943	LOC101927182
gene48947	LOC105372624
gene48948	LOC101927159
gene48949	LOC105372623
gene48950	LOC101927138
gene48946	PTPRT
gene48953	PPIAP21
gene48954	RNU6-743P
gene48956	SRSF6
gene48957	RNU6-1251P
gene48959	LOC107985380
gene48958	L3MBTL1
